Elapsed Time (min),Date,Voltage (V),R_therm (Ohms),Temp_SH (K),Temp_SH (F),Temp_SH (C),Temp_Beta (K),Temp_Beta (F),Temp_Beta (C)
66.19,09-18-2025 13:59:05,5.2794,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
66.21,09-18-2025 13:59:06,0.0437,88.1452,457.5,363.88,184.38,463.78,375.13,190.63
66.22,09-18-2025 13:59:07,4.8165,262479.564,236.9,-33.22,-36.23,239.16,-29.18,-33.99
66.25,09-18-2025 13:59:09,3.9519,37707.0785,270.4,26.97,-2.8,271.0,28.13,-2.15
66.27,09-18-2025 13:59:10,3.4494,22246.3622,280.8,45.85,7.7,281.18,46.45,8.03
66.29,09-18-2025 13:59:11,0.9214,2259.0334,335.8,144.84,62.69,335.86,144.88,62.71
66.3,09-18-2025 13:59:12,0.4748,1049.1133,358.8,186.15,85.64,359.3,187.06,86.15
66.32,09-18-2025 13:59:13,0.9872,2460.0888,333.5,140.55,60.3,333.45,140.53,60.3
66.35,09-18-2025 13:59:14,0.1373,282.2477,405.5,270.25,132.36,408.02,274.77,134.87
66.37,09-18-2025 13:59:15,4.2551,57125.3566,262.6,12.93,-10.59,263.49,14.61,-9.66
66.38,09-18-2025 13:59:16,2.5888,10736.6702,296.5,74.1,23.39,296.56,74.14,23.41
66.4,09-18-2025 13:59:17,4.7209,169131.2136,243.9,-20.71,-29.28,245.7,-17.41,-27.45
66.42,09-18-2025 13:59:18,5.8744,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
66.45,09-18-2025 13:59:20,5.6842,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
66.46,09-18-2025 13:59:21,0.9094,2223.071,336.3,145.66,63.14,336.32,145.71,63.17
66.48,09-18-2025 13:59:22,4.4304,77786.6784,257.0,2.93,-16.15,258.17,5.04,-14.98
66.5,09-18-2025 13:59:23,2.5943,10783.5394,296.4,73.92,23.29,296.46,73.96,23.31
66.51,09-18-2025 13:59:24,3.1123,16487.435,287.1,57.15,13.97,287.31,57.48,14.16
66.54,09-18-2025 13:59:26,0.042,84.7116,459.5,367.48,186.38,465.95,379.04,192.8
66.56,09-18-2025 13:59:27,4.0226,41157.437,268.7,23.95,-4.47,269.38,25.22,-3.77
66.58,09-18-2025 13:59:28,4.0658,43518.8654,267.6,22.04,-5.53,268.36,23.38,-4.79
66.59,09-18-2025 13:59:29,3.5029,23397.3449,279.8,43.99,6.66,280.17,44.64,7.02
66.61,09-18-2025 13:59:30,3.7988,31623.3091,273.8,33.13,0.63,274.31,34.09,1.16
66.64,09-18-2025 13:59:32,2.7555,12276.6763,293.5,68.7,20.39,293.6,68.82,20.45
66.65,09-18-2025 13:59:33,3.0246,15310.8489,288.7,60.01,15.56,288.86,60.28,15.71
66.67,09-18-2025 13:59:34,6.0911,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
66.69,09-18-2025 13:59:35,0.1528,315.2601,401.1,262.39,128.0,403.41,266.48,130.26
66.7,09-18-2025 13:59:36,2.3603,8941.1876,300.7,81.63,27.57,300.69,81.57,27.54
66.73,09-18-2025 13:59:37,2.8429,13178.9998,292.0,65.88,18.82,292.06,66.05,18.91
66.75,09-18-2025 13:59:38,4.5516,101498.2578,252.4,-5.4,-20.78,253.76,-2.9,-19.39
66.77,09-18-2025 13:59:39,3.9461,37443.9568,270.5,27.21,-2.66,271.13,28.37,-2.02
66.78,09-18-2025 13:59:40,2.4371,9509.3401,299.3,79.07,26.15,299.29,79.05,26.14
66.8,09-18-2025 13:59:41,1.7826,5540.3174,312.2,102.23,39.02,312.06,102.04,38.91
66.83,09-18-2025 13:59:43,6.099,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
66.85,09-18-2025 13:59:44,4.1895,51690.3146,264.4,16.24,-8.75,265.26,17.8,-7.89
66.86,09-18-2025 13:59:45,0.7611,1795.4086,342.4,156.7,69.28,342.55,156.93,69.4
66.88,09-18-2025 13:59:46,2.661,11376.6567,295.2,71.75,22.08,295.28,71.83,22.13
66.9,09-18-2025 13:59:47,5.4371,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
66.93,09-18-2025 13:59:49,3.3259,19866.3481,283.2,50.07,10.04,283.46,50.56,10.31
66.94,09-18-2025 13:59:50,2.1114,7309.648,305.4,90.13,32.3,305.37,90.0,32.22
66.96,09-18-2025 13:59:51,1.5337,4424.8107,317.8,112.4,44.66,317.7,112.19,44.55
66.98,09-18-2025 13:59:52,1.7409,5341.8353,313.1,103.86,39.92,312.96,103.66,39.81
66.99,09-18-2025 13:59:53,4.335,65187.9699,260.2,8.61,-12.99,261.19,10.47,-11.96
67.02,09-18-2025 13:59:55,3.1477,16994.1962,286.5,55.99,13.33,286.68,56.35,13.53
67.04,09-18-2025 13:59:56,1.9252,6261.4847,309.2,96.83,36.02,309.07,96.66,35.92
67.06,09-18-2025 13:59:57,5.0357,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
67.07,09-18-2025 13:59:58,5.5198,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
67.09,09-18-2025 13:59:59,5.7311,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
67.12,09-18-2025 14:00:01,2.5301,10243.9395,297.6,76.01,24.45,297.61,76.03,24.46
67.14,09-18-2025 14:00:02,4.4421,79615.7724,256.6,2.2,-16.56,257.78,4.34,-15.37
67.15,09-18-2025 14:00:03,4.8469,316530.6122,234.1,-38.37,-39.09,236.48,-34.0,-36.67
67.17,09-18-2025 14:00:04,2.1501,7544.2444,304.7,88.79,31.55,304.63,88.66,31.48
67.19,09-18-2025 14:00:05,5.4982,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
67.22,09-18-2025 14:00:06,4.3071,62156.5798,261.0,10.16,-12.13,262.02,11.96,-11.13
67.23,09-18-2025 14:00:07,4.446,80252.7076,256.5,1.94,-16.7,257.65,4.1,-15.5
67.25,09-18-2025 14:00:08,0.24,504.2017,383.5,230.72,110.4,384.95,233.24,111.8
67.27,09-18-2025 14:00:09,5.6723,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
67.28,09-18-2025 14:00:10,2.0816,7132.8222,306.0,91.18,32.88,305.95,91.05,32.8
67.31,09-18-2025 14:00:12,0.6159,1404.9469,349.7,169.83,76.57,350.0,170.33,76.85
67.33,09-18-2025 14:00:13,4.1479,48676.8373,265.5,18.26,-7.64,266.33,19.73,-6.82
67.34,09-18-2025 14:00:14,5.3173,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
67.36,09-18-2025 14:00:15,1.6712,5020.3714,314.6,106.65,41.47,314.51,106.45,41.36
67.38,09-18-2025 14:00:16,0.0478,96.5482,453.0,355.74,179.86,458.87,366.3,185.72
67.41,09-18-2025 14:00:18,1.2572,3358.938,325.0,125.31,51.84,324.9,125.16,51.75
67.42,09-18-2025 14:00:19,1.3581,3728.9561,322.2,120.35,49.08,322.14,120.17,48.99
67.44,09-18-2025 14:00:20,5.6248,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
67.46,09-18-2025 14:00:21,5.2768,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
67.47,09-18-2025 14:00:22,5.6284,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
67.5,09-18-2025 14:00:24,3.8706,34269.8246,272.2,30.3,-0.95,272.79,31.35,-0.36
67.52,09-18-2025 14:00:25,3.9954,39772.9111,269.3,25.13,-3.82,270.01,26.35,-3.14
67.54,09-18-2025 14:00:26,4.1561,49250.4814,265.3,17.86,-7.85,266.12,19.35,-7.03
67.55,09-18-2025 14:00:27,4.2943,60852.8917,261.4,10.85,-11.75,262.38,12.62,-10.77
67.57,09-18-2025 14:00:28,4.3633,68531.4617,259.3,6.99,-13.89,260.33,8.92,-12.82
67.6,09-18-2025 14:00:30,2.964,14557.9568,289.8,61.97,16.65,289.93,62.21,16.78
67.62,09-18-2025 14:00:31,5.1411,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
67.63,09-18-2025 14:00:32,0.8869,2156.2073,337.2,147.21,64.01,337.2,147.29,64.05
67.65,09-18-2025 14:00:33,0.6521,1499.8706,347.8,166.28,74.6,347.98,166.7,74.83
67.67,09-18-2025 14:00:34,6.078,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
67.7,09-18-2025 14:00:35,2.2871,8430.6317,302.1,84.09,28.94,302.04,84.01,28.89
67.71,09-18-2025 14:00:36,5.9771,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
67.73,09-18-2025 14:00:37,5.9754,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
67.75,09-18-2025 14:00:38,4.0194,40991.1403,268.8,24.09,-4.4,269.46,25.35,-3.69
67.76,09-18-2025 14:00:39,3.1395,16874.4961,286.6,56.26,13.48,286.82,56.61,13.67
67.79,09-18-2025 14:00:41,2.4887,9909.9077,298.4,77.37,25.21,298.35,77.37,25.2
67.81,09-18-2025 14:00:42,1.7471,5371.0179,312.9,103.61,39.79,312.83,103.42,39.68
67.83,09-18-2025 14:00:43,3.4978,23284.793,279.9,44.17,6.76,280.27,44.82,7.12
67.84,09-18-2025 14:00:44,1.1726,3063.7839,327.4,129.74,54.3,327.38,129.62,54.23
67.86,09-18-2025 14:00:45,0.7333,1718.6928,343.7,159.0,70.56,343.86,159.27,70.71
67.89,09-18-2025 14:00:47,4.5688,105958.8346,251.6,-6.72,-21.51,253.06,-4.16,-20.09
67.91,09-18-2025 14:00:48,5.1274,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
67.92,09-18-2025 14:00:49,3.5496,24472.3575,278.9,42.35,5.75,279.28,43.04,6.13
67.94,09-18-2025 14:00:50,0.3746,809.9343,367.2,201.27,94.04,367.96,202.65,94.81
67.96,09-18-2025 14:00:51,0.7168,1673.5492,344.5,160.41,71.34,344.66,160.71,71.51
67.99,09-18-2025 14:00:53,0.3493,751.0986,369.7,205.8,96.55,370.56,207.34,97.41
68.0,09-18-2025 14:00:54,2.205,7889.0877,303.6,86.89,30.49,303.58,86.78,30.43
68.02,09-18-2025 14:00:55,5.5288,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
68.04,09-18-2025 14:00:56,3.1211,16611.6692,287.0,56.86,13.81,287.15,57.2,14.0
68.05,09-18-2025 14:00:57,5.8267,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
68.08,09-18-2025 14:00:58,4.9052,517356.6249,226.8,-51.42,-46.34,229.72,-46.17,-43.43
68.1,09-18-2025 14:00:59,3.4373,21994.8808,281.1,46.28,7.93,281.41,46.86,8.26
68.11,09-18-2025 14:01:00,0.5987,1360.2477,350.7,171.6,77.56,351.0,172.14,77.85
68.13,09-18-2025 14:01:01,2.6138,10953.3787,296.1,73.29,22.94,296.11,73.34,22.96
68.15,09-18-2025 14:01:02,1.1614,3025.4974,327.8,130.35,54.64,327.72,130.23,54.57
68.18,09-18-2025 14:01:04,5.4514,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
68.19,09-18-2025 14:01:05,0.8342,2002.4605,339.3,151.01,66.12,339.34,151.15,66.19
68.21,09-18-2025 14:01:06,5.7006,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
68.23,09-18-2025 14:01:07,1.2587,3364.2939,324.9,125.23,51.8,324.86,125.08,51.71
68.24,09-18-2025 14:01:08,3.5259,23919.8643,279.4,43.18,6.21,279.74,43.85,6.59
68.27,09-18-2025 14:01:10,3.3249,19849.6325,283.2,50.1,10.06,283.48,50.59,10.33
68.29,09-18-2025 14:01:11,3.9364,37009.0492,270.7,27.62,-2.44,271.35,28.76,-1.8
68.31,09-18-2025 14:01:12,0.0491,99.2249,451.7,353.33,178.51,457.42,363.68,184.27
68.32,09-18-2025 14:01:13,0.0641,129.9162,438.8,330.25,165.69,443.58,338.77,170.43
68.34,09-18-2025 14:01:14,6.0296,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
68.37,09-18-2025 14:01:16,0.0932,189.9145,421.9,299.77,148.76,425.44,306.11,152.29
68.39,09-18-2025 14:01:17,6.1121,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
68.4,09-18-2025 14:01:18,0.1011,206.2947,418.4,293.42,145.24,421.68,299.35,148.53
68.42,09-18-2025 14:01:19,4.3896,71908.4673,258.4,5.44,-14.75,259.51,7.44,-13.64
68.44,09-18-2025 14:01:20,5.9366,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
68.47,09-18-2025 14:01:22,6.0187,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
68.48,09-18-2025 14:01:23,0.6611,1523.7245,347.3,165.43,74.13,347.5,165.83,74.35
68.5,09-18-2025 14:01:24,2.6156,10969.8558,296.1,73.22,22.9,296.08,73.28,22.93
68.52,09-18-2025 14:01:25,0.2873,609.5167,376.8,218.65,103.69,377.97,220.67,104.82
68.53,09-18-2025 14:01:26,4.6196,121449.2277,249.3,-10.88,-23.82,250.87,-8.11,-22.28
68.56,09-18-2025 14:01:27,0.8089,1929.9711,340.3,152.92,67.18,340.42,153.09,67.27
68.58,09-18-2025 14:01:28,5.7058,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
68.6,09-18-2025 14:01:29,0.9431,2324.7574,335.0,143.39,61.88,335.05,143.41,61.9
68.61,09-18-2025 14:01:30,4.4286,77498.6328,257.1,3.05,-16.08,258.24,5.16,-14.91
68.63,09-18-2025 14:01:31,0.7386,1733.13,343.5,158.56,70.31,343.61,158.82,70.46
68.66,09-18-2025 14:01:33,5.5911,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
68.68,09-18-2025 14:01:34,4.0279,41433.7148,268.6,23.72,-4.6,269.26,25.0,-3.89
68.69,09-18-2025 14:01:35,0.8794,2134.0816,337.5,147.74,64.3,337.5,147.82,64.35
68.71,09-18-2025 14:01:36,3.6889,28135.1892,276.1,37.3,2.94,276.56,38.13,3.41
68.73,09-18-2025 14:01:37,3.4268,21781.3444,281.3,46.64,8.13,281.6,47.22,8.45
68.76,09-18-2025 14:01:39,2.1088,7293.932,305.5,90.23,32.35,305.42,90.09,32.27
68.77,09-18-2025 14:01:40,3.8933,35177.321,271.7,29.38,-1.45,272.3,30.47,-0.85
68.79,09-18-2025 14:01:41,3.9829,39158.1664,269.6,25.66,-3.52,270.3,26.87,-2.85
68.81,09-18-2025 14:01:42,3.3923,21099.3625,281.9,47.82,8.79,282.24,48.37,9.09
68.82,09-18-2025 14:01:43,3.8304,32751.0287,273.1,31.89,-0.06,273.65,32.89,0.5
68.85,09-18-2025 14:01:45,5.6051,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
68.87,09-18-2025 14:01:46,5.9087,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
68.89,09-18-2025 14:01:47,0.4851,1074.3504,358.0,184.79,84.88,358.52,185.67,85.37
68.9,09-18-2025 14:01:48,0.5679,1281.4294,352.5,174.89,79.38,352.88,175.51,79.73
68.92,09-18-2025 14:01:49,5.9432,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
68.95,09-18-2025 14:01:50,2.8881,13674.943,291.2,64.42,18.01,291.27,64.61,18.12
68.97,09-18-2025 14:01:51,4.0676,43626.4915,267.6,21.96,-5.58,268.32,23.3,-4.83
68.98,09-18-2025 14:01:52,5.6947,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
69.0,09-18-2025 14:01:53,2.8539,13298.4827,291.8,65.52,18.62,291.87,65.7,18.72
69.02,09-18-2025 14:01:54,5.7272,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
69.05,09-18-2025 14:01:56,2.589,10738.2829,296.5,74.09,23.38,296.56,74.13,23.41
69.06,09-18-2025 14:01:57,5.2305,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
69.08,09-18-2025 14:01:58,2.8879,13672.8413,291.2,64.43,18.01,291.27,64.62,18.12
69.1,09-18-2025 14:01:59,3.9981,39903.3123,269.3,25.01,-3.88,269.95,26.24,-3.2
69.11,09-18-2025 14:02:00,1.23,3262.5995,325.8,126.7,52.61,325.68,126.56,52.53
69.14,09-18-2025 14:02:02,2.9827,14786.2189,289.5,61.36,16.31,289.6,61.61,16.45
69.16,09-18-2025 14:02:03,5.6149,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
69.18,09-18-2025 14:02:04,1.3041,3528.3673,323.7,122.97,50.54,323.6,122.8,50.45
69.19,09-18-2025 14:02:05,4.2291,54856.1005,263.3,14.27,-9.85,264.21,15.9,-8.94
69.21,09-18-2025 14:02:06,5.4418,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
69.24,09-18-2025 14:02:08,1.3605,3738.1508,322.2,120.24,49.02,322.07,120.06,48.92
69.25,09-18-2025 14:02:09,3.2563,18674.8629,284.5,52.4,11.33,284.73,52.84,11.58
69.27,09-18-2025 14:02:10,1.0388,2622.2783,331.7,137.37,58.54,331.66,137.32,58.51
69.29,09-18-2025 14:02:11,0.6636,1530.2019,347.2,165.2,74.0,347.37,165.59,74.22
69.3,09-18-2025 14:02:12,4.8527,329414.51,233.5,-39.46,-39.7,235.92,-35.02,-37.23
69.33,09-18-2025 14:02:14,4.785,222558.1395,239.5,-28.59,-33.66,241.58,-24.83,-31.57
69.35,09-18-2025 14:02:15,0.9538,2357.3117,334.6,142.69,61.49,334.65,142.7,61.5
69.37,09-18-2025 14:02:16,5.6085,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
69.38,09-18-2025 14:02:17,5.8656,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
69.4,09-18-2025 14:02:18,3.1376,16847.4394,286.7,56.32,13.51,286.86,56.67,13.71
69.43,09-18-2025 14:02:19,1.1042,2834.2932,329.6,133.53,56.41,329.51,133.44,56.36
69.45,09-18-2025 14:02:20,0.2991,636.1763,375.4,215.97,102.21,376.42,217.89,103.27
69.46,09-18-2025 14:02:21,1.4484,4078.3106,319.9,116.16,46.76,319.8,115.97,46.65
69.48,09-18-2025 14:02:22,2.5376,10305.5993,297.5,75.77,24.31,297.47,75.78,24.32
69.5,09-18-2025 14:02:23,3.639,26737.6929,277.1,39.13,3.96,277.55,39.91,4.4
69.53,09-18-2025 14:02:25,3.3754,20776.333,282.3,48.39,9.11,282.55,48.93,9.4
69.54,09-18-2025 14:02:26,1.8744,5997.1205,310.2,98.73,37.07,310.12,98.54,36.97
69.56,09-18-2025 14:02:27,3.8379,33026.9456,272.9,31.6,-0.22,273.49,32.61,0.34
69.58,09-18-2025 14:02:28,2.4435,9557.9894,299.2,78.86,26.03,299.17,78.84,26.02
69.59,09-18-2025 14:02:29,2.6342,11134.3883,295.7,72.62,22.57,295.75,72.68,22.6
69.62,09-18-2025 14:02:31,2.4712,9772.6149,298.7,77.94,25.52,298.67,77.93,25.52
69.64,09-18-2025 14:02:32,0.3234,691.6138,372.5,210.82,99.34,373.45,212.54,100.3
69.66,09-18-2025 14:02:33,3.1719,17351.3624,286.0,55.19,12.88,286.24,55.57,13.09
69.67,09-18-2025 14:02:34,5.5584,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
69.69,09-18-2025 14:02:35,5.4459,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
69.72,09-18-2025 14:02:37,0.1221,250.2338,410.4,278.99,137.22,413.16,284.02,140.01
69.74,09-18-2025 14:02:38,4.7818,219160.6989,239.7,-28.16,-33.42,241.8,-24.42,-31.35
69.75,09-18-2025 14:02:39,0.2752,582.5705,378.4,221.49,105.27,379.61,223.62,106.46
69.77,09-18-2025 14:02:40,2.3621,8954.651,300.7,81.56,27.54,300.66,81.51,27.51
69.79,09-18-2025 14:02:41,3.0394,15502.072,288.4,59.52,15.29,288.6,59.81,15.45
69.82,09-18-2025 14:02:43,5.3827,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
69.83,09-18-2025 14:02:44,3.2089,17915.4163,285.4,53.97,12.21,285.58,54.38,12.43
69.85,09-18-2025 14:02:45,3.7704,30664.8706,274.4,34.22,1.23,274.9,35.15,1.75
69.87,09-18-2025 14:02:46,1.7164,5227.0737,313.6,104.83,40.46,313.5,104.63,40.35
69.88,09-18-2025 14:02:47,3.5509,24503.5797,278.9,42.3,5.72,279.26,43.0,6.11
69.91,09-18-2025 14:02:48,0.5211,1163.3618,355.5,180.29,82.38,355.95,181.04,82.8
69.93,09-18-2025 14:02:49,0.7967,1895.3801,340.9,153.86,67.7,340.95,154.04,67.8
69.95,09-18-2025 14:02:50,3.6649,27449.677,276.6,38.18,3.44,277.03,38.99,3.88
69.96,09-18-2025 14:02:51,6.0006,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
69.98,09-18-2025 14:02:52,2.1071,7283.8439,305.5,90.29,32.38,305.46,90.15,32.31
70.01,09-18-2025 14:02:54,2.5354,10287.0619,297.5,75.84,24.36,297.51,75.86,24.36
70.03,09-18-2025 14:02:55,5.3728,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
70.04,09-18-2025 14:02:56,0.5092,1133.9977,356.3,181.73,83.18,356.77,182.52,83.62
70.06,09-18-2025 14:02:57,4.5808,109278.3659,251.1,-7.67,-22.04,252.56,-5.06,-20.59
70.08,09-18-2025 14:02:58,4.9596,1226476.0433,214.9,-72.83,-58.24,218.74,-65.93,-54.41
70.11,09-18-2025 14:03:00,2.7414,12137.9749,293.8,69.15,20.64,293.85,69.26,20.7
70.12,09-18-2025 14:03:01,0.501,1113.5808,356.9,182.75,83.75,357.36,183.57,84.21
70.14,09-18-2025 14:03:02,3.4665,22605.1516,280.5,45.26,7.37,280.86,45.88,7.71
70.16,09-18-2025 14:03:03,2.0481,6938.028,306.7,92.38,33.54,306.61,92.23,33.46
70.17,09-18-2025 14:03:04,4.5874,111175.4014,250.8,-8.2,-22.33,252.29,-5.56,-20.86
70.2,09-18-2025 14:03:06,5.1435,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
70.22,09-18-2025 14:03:07,5.6338,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
70.24,09-18-2025 14:03:08,3.1226,16632.9316,286.9,56.81,13.78,287.12,57.15,13.97
70.25,09-18-2025 14:03:09,3.6673,27518.1729,276.5,38.09,3.39,276.99,38.91,3.84
70.27,09-18-2025 14:03:10,2.9768,14712.7147,289.6,61.55,16.42,289.71,61.8,16.56
70.3,09-18-2025 14:03:11,3.3133,19643.9026,283.4,50.49,10.27,283.69,50.98,10.54
70.32,09-18-2025 14:03:12,4.9719,1771737.1938,210.1,-81.42,-63.01,214.38,-73.79,-58.77
70.33,09-18-2025 14:03:13,0.9861,2456.5965,333.5,140.62,60.34,333.49,140.61,60.34
70.35,09-18-2025 14:03:14,3.0827,16078.1693,287.7,58.11,14.51,287.83,58.43,14.68
70.37,09-18-2025 14:03:15,0.8273,1982.5055,339.6,151.53,66.41,339.63,151.67,66.48
70.4,09-18-2025 14:03:17,3.0495,15634.4527,288.3,59.19,15.11,288.42,59.49,15.27
70.41,09-18-2025 14:03:18,1.3399,3660.7356,322.7,121.22,49.57,322.62,121.05,49.47
70.43,09-18-2025 14:03:19,3.0362,15460.6792,288.5,59.63,15.35,288.66,59.91,15.51
70.45,09-18-2025 14:03:20,3.8368,32985.3313,273.0,31.64,-0.2,273.51,32.65,0.36
70.46,09-18-2025 14:03:21,1.9584,6438.9191,308.5,95.61,35.34,308.4,95.45,35.25
70.49,09-18-2025 14:03:23,1.2176,3219.2075,326.1,127.35,52.97,326.04,127.21,52.89
70.51,09-18-2025 14:03:24,0.5269,1177.8678,355.1,179.59,81.99,355.55,180.32,82.4
70.53,09-18-2025 14:03:25,3.1281,16710.2935,286.8,56.63,13.68,287.03,56.98,13.88
70.54,09-18-2025 14:03:26,2.9468,14351.6376,290.1,62.53,16.96,290.24,62.75,17.09
70.56,09-18-2025 14:03:27,5.4636,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
70.59,09-18-2025 14:03:29,4.5954,113590.2982,250.5,-8.85,-22.69,251.94,-6.18,-21.21
70.61,09-18-2025 14:03:30,0.2151,449.4573,387.7,238.23,114.57,389.31,241.09,116.16
70.62,09-18-2025 14:03:31,0.0879,179.0236,424.5,304.36,151.31,428.16,311.02,155.01
70.64,09-18-2025 14:03:32,2.5344,10279.348,297.5,75.87,24.37,297.53,75.89,24.38
70.66,09-18-2025 14:03:33,4.0148,40748.541,268.9,24.29,-4.28,269.57,25.55,-3.58
70.69,09-18-2025 14:03:35,2.7287,12013.7035,294.0,69.56,20.87,294.08,69.67,20.93
70.7,09-18-2025 14:03:36,2.0587,6999.575,306.5,92.0,33.33,306.4,91.85,33.25
70.72,09-18-2025 14:03:37,1.5204,4369.6226,318.1,112.97,44.98,318.02,112.77,44.87
70.74,09-18-2025 14:03:38,3.549,24458.9938,278.9,42.37,5.76,279.29,43.06,6.14
70.75,09-18-2025 14:03:39,2.4819,9856.5365,298.5,77.59,25.33,298.48,77.59,25.33
70.78,09-18-2025 14:03:40,0.4059,883.6134,364.3,196.11,91.17,365.0,197.32,91.85
70.8,09-18-2025 14:03:41,0.6636,1530.2019,347.2,165.2,74.0,347.37,165.59,74.22
70.82,09-18-2025 14:03:42,1.6299,4836.5201,315.6,108.33,42.41,315.45,108.13,42.3
70.83,09-18-2025 14:03:43,1.1826,3097.7914,327.2,129.2,54.0,327.08,129.08,53.93
70.85,09-18-2025 14:03:44,4.5176,93653.7963,253.8,-2.91,-19.39,255.08,-0.53,-18.07
70.88,09-18-2025 14:03:46,0.3591,773.6853,368.7,204.01,95.56,369.53,205.49,96.38
70.9,09-18-2025 14:03:47,3.4146,21537.0363,281.5,47.06,8.36,281.83,47.62,8.68
70.91,09-18-2025 14:03:48,4.8118,255692.461,237.3,-32.49,-35.83,239.54,-28.49,-33.61
70.93,09-18-2025 14:03:49,3.9638,38250.9047,270.1,26.47,-3.07,270.73,27.65,-2.42
70.95,09-18-2025 14:03:50,4.4516,81178.4819,256.2,1.58,-16.9,257.46,3.75,-15.69
70.98,09-18-2025 14:03:52,0.972,2413.1082,334.0,141.51,60.84,333.99,141.51,60.84
70.99,09-18-2025 14:03:53,0.9546,2359.6026,334.6,142.64,61.47,334.62,142.65,61.47
71.01,09-18-2025 14:03:54,2.4311,9463.7731,299.4,79.27,26.26,299.4,79.24,26.25
71.03,09-18-2025 14:03:55,3.6343,26611.5967,277.2,39.3,4.06,277.64,40.08,4.49
71.04,09-18-2025 14:03:56,2.7862,12586.1095,293.0,67.7,19.84,293.06,67.84,19.91
71.07,09-18-2025 14:03:58,1.2881,3470.2812,324.1,123.76,50.98,324.04,123.59,50.89
71.09,09-18-2025 14:03:59,1.6491,4921.1974,315.1,107.55,41.97,315.01,107.35,41.86
71.11,09-18-2025 14:04:00,3.7097,28750.3027,275.7,36.52,2.51,276.14,37.38,2.99
71.12,09-18-2025 14:04:01,4.3159,63086.0588,260.7,9.68,-12.4,261.76,11.49,-11.39
71.14,09-18-2025 14:04:02,0.4935,1095.0849,357.4,183.71,84.28,357.9,184.55,84.75
71.17,09-18-2025 14:04:04,2.286,8422.9919,302.1,84.12,28.96,302.06,84.04,28.91
71.19,09-18-2025 14:04:05,0.7916,1881.0705,341.1,154.26,67.92,341.18,154.45,68.03
71.2,09-18-2025 14:04:06,0.7481,1759.5179,343.0,157.76,69.87,343.16,158.01,70.01
71.22,09-18-2025 14:04:07,2.6582,11350.9835,295.3,71.84,22.14,295.33,71.92,22.18
71.24,09-18-2025 14:04:08,0.4277,935.3855,362.5,192.77,89.32,363.09,193.88,89.94
71.27,09-18-2025 14:04:09,0.2064,430.6557,389.3,241.06,116.14,390.96,244.06,117.81
71.28,09-18-2025 14:04:10,0.5117,1140.0443,356.2,181.43,83.01,356.6,182.21,83.45
